Country Name,"Country Code","Series","Series Code","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Lebanon,"LBN","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.24812","","","","","","",""
Lebanon,"LBN","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.63261","","","","","","",""
Lebanon,"LBN","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,"LBN","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,"LBN","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,"LBN","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,"LBN","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lending category not classified,"LNX","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lesotho,"LSO","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.15519","","","","","","","","","","","","","","","","","","","88.48129",""
Lesotho,"LSO","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.52003","","","","","","","","","","","","","","","","","","","94.52509",""
Lesotho,"LSO","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
Lesotho,"LSO","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17106","","1.00198","1.12917","1.05436","","","","","","","","","2.87876","3.07888","3.72811","","","","4.16707",""
Lesotho,"LSO","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.48016","3.83069","4.66138","","","","5.2143",""
Lesotho,"LSO","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28205","2.33386","2.80174","","","","3.13714",""
Lesotho,"LSO","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52501","1.64135","1.66374","","","","1.66212",""
Lesotho,"LSO","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.22748","0.72068","0.99191","1.00052","1.01075","","","","","1.01698","","","","0.88599","","","","",""
Liberia,"LBR","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23423","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6288","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82955","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75137","","","","","","","","","","","","","","","","","","",""
Liberia,"LBR","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62681","0.78416","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,"LBY","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,"LIE","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9475","","","","62.45674","","","","","","","",""
Liechtenstein,"LIE","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.07167","","","65.63622","63.60661","","","68.41081","","","","",""
Liechtenstein,"LIE","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,"LIE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.15313","8.81671","18.89952","28.69955","32.27273","43.45679","35.01144","21.7484","22.46696","19.55556","","23.31002","16.70282","","","",""
Liechtenstein,"LIE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.38916","5.02283","8.18182","14.6789","21.12676","25.48077","20.83333","23.00469","23.44498","15.02146","","21.33333","16.7382","","","",""
Liechtenstein,"LIE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.17544","12.73585","30.80808","42.10526","42.73128","62.43655","48.86878","20.70313","21.63265","24.42396","","25.4902","16.66667","","","",""
Liechtenstein,"LIE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36625","0.39439","0.26557","0.34862","0.49441","0.40811","0.42631","1.11117","1.08378","0.61503","","0.83692","1.00429","","","",""
Liechtenstein,"LIE","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47897","0.59035","0.5465","0.53333","0.54757","0.51265","0.66439","","","","","","","","","",""
Lithuania,"LTU","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.72099","47.19496","46.24563","","43.30112","45.48871","47.16819","","",""
Lithuania,"LTU","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.08497","60.78013","58.99951","","56.47953","60.10181","54.92628","","",""
Lithuania,"LTU","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.43916","37.89934","34.17789","33.13739","32.68985","35.18382","38.00391","31.52086","25.29505","25.7919","26.0887","24.0232","24.53571","34.98313","","",""
Lithuania,"LTU","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2968","22.23809","25.51168","27.71536","34.05637","36.26323","43.49808","46.28852","48.49179","46.59792","48.72409","51.09394","52.10449","52.94509","72.25466","58.33986","57.41786","59.00212","63.13311","",""
Lithuania,"LTU","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.03916","26.51323","31.76038","34.54362","44.12684","47.75079","57.88481","62.584","65.04431","62.41878","64.59641","67.14004","68.93341","69.38466","93.36451","75.12822","73.39218","74.5971","79.28505","",""
Lithuania,"LTU","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.63456","18.04031","19.37127","20.97208","24.33958","25.35145","29.50468","30.56257","32.26648","30.90081","33.42714","35.71942","36.10965","37.3254","52.51071","42.82741","42.01739","44.30618","47.89088","",""
Lithuania,"LTU","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.64263","1.46967","1.63956","1.64712","1.81297","1.88355","1.96189","2.04773","2.01585","2.01997","1.93245","1.87965","1.909","1.85891","1.77801","1.75421","1.74671","1.68367","1.65554","",""
Lithuania,"LTU","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86674","2.65932","2.20635","1.97738","1.77361","1.71221","1.44852","1.34788","1.22121","1.19287","1.08608","1.09011","1.10815","1.11432","1.1789","1.22065","1.17416","1.1791","1.19335","1.26898","",""
Low & middle income,"LMY","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low & middle income,"LMY","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Low income,"LIC","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lower middle income,"LMC","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Luxembourg,"LUX","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.75351","","","","","","","","","","","60.97392","62.72421","66.4397","67.71208","","","",""
Luxembourg,"LUX","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.16444","63.1829","60.86817","61.54401","61.30555","63.70373","65.06531","59.89185","63.93444","62.42309","70.04291","69.97653","75.46671","72.02824","75.02772","","","",""
Luxembourg,"LUX","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.24679","13.22889","13.81437","13.9053","","","",""
Luxembourg,"LUX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63166","","","","","","","","5.59322","","","","9.63581","8.99942","8.50248","8.70231","","","",""
Luxembourg,"LUX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67205","","","","12.44955","10.4048","10.09094","9.81808","","","",""
Luxembourg,"LUX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51655","","","","6.94568","7.66828","7.0132","7.66335","","","",""
Luxembourg,"LUX","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02819","","","","1.79242","1.35686","1.43885","1.28117","","","",""
Luxembourg,"LUX","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25981","0.25914","0.28775","0.26432","0.27908","0.29677","0.25502","0.29021","0.32133","0.32771","","0.26786","0.25993","0.30305","0.31869","0.2581","0.25623","0.27177","0.28435","",""
"Macao SAR, China","MAC","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.03536","","","","",""
"Macao SAR, China","MAC","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Macao SAR, China","MAC","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Macao SAR, China","MAC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.54237","17.59845","14.53598","15.17984","18.87463","19.748","26.12249","26.26967","27.40124","30.03254","35.42251","34.57195","39.30948","40.98052","46.61954","50.53832","57.41483","60.28485","64.59796",""
"Macao SAR, China","MAC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.419","","","","","22.97123","29.06325","30.86653","31.37464","34.33785","40.4438","39.47715","45.12511","47.50091","54.77032","59.48294","69.94363","71.90533","76.19644",""
"Macao SAR, China","MAC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.36328","","","","","16.0609","22.80226","21.13804","22.99645","25.26862","29.88752","29.1644","32.98292","34.03304","38.22995","41.66141","45.19463","48.97489","53.38983",""
"Macao SAR, China","MAC","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79501","","","","","1.43026","1.27458","1.46024","1.36433","1.35891","1.3532","1.35361","1.36814","1.39573","1.43265","1.42777","1.54761","1.46821","1.42717",""
"Macao SAR, China","MAC","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Madagascar,"MDG","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6819","","","","","52.33329","","","","","",""
Madagascar,"MDG","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.97424","62.79156","","","","","65.39333","","","","","",""
Madagascar,"MDG","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.37824","","57.65616","60.43632","59.42144","",""
Madagascar,"MDG","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09994","0.90477","0.92348","1.25995","1.30659","1.35189","1.4088","1.32819","1.38102","1.19092","","","2.67256","1.80749","2.17803","3.22565","3.65059","3.85066",""
Madagascar,"MDG","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04965","0.89392","0.87542","1.20466","1.30608","1.41103","1.42942","1.32226","1.30677","1.18427","","","2.59932","1.7069","2.15403","3.26844","3.78141","3.8986",""
